	KOSD5	KOHC5	logFC	logCPM	F	PValue	FDR	check	gene
100008567	74.2	109.8	-0.298819621515775	1.32193412474597	6.16128017028739	0.0205064245015459	0.0515119672828197	NA	NA
100009600	45.2	28	1.03588648343166	0.0367429404802491	19.9288691417311	0.000176835981568851	0.00104195662799492	100009600	Zglp1
100017	81.6	118.8	-0.30360700195405	1.45644395990686	6.24387388213063	0.01976553732937	0.0499984383196909	100017	Ldlrap1
100019	2772.4	2596	0.225485612661325	6.20352060595857	19.7538120804873	0.000246280085691985	0.00136649994571668	100019	Mdn1
100034361	198.6	234.4	-0.0674303590289846	2.50279602648568	0.555181345203797	0.463496139938066	0.588653435821639	100034361	Mfap1b
100034726	1588.8	1856.2	-0.0206038458232982	5.54226764324425	0.201528811036621	0.657546597636938	0.754599326895141	NA	NA
100036521	1166	1407.4	-0.108342281860627	5.08040393141074	6.58579188707893	0.016998753103562	0.0441033885045567	100036521	Umad1
100036768	63	92.2	-0.266479564154972	1.12394280086192	4.04541102249417	0.0557365626240314	0.114142289057488	NA	NA
100037258	2810.4	2088.8	0.585879982076836	6.04434394459423	209.297364528744	2.69606522789504e-13	1.05321423794581e-10	100037258	Dnajc3
100037262	68.8	73.2	0.0457413175091281	0.968892878189742	0.106583447349361	0.746918601154482	0.823113865590643	NA	NA
100037278	103	75.2	0.765527241386999	1.26506531138881	30.086826608016	1.25403610119684e-05	0.000113712909703256	100037278	Fam129c
100037282	169	228.6	-0.173913060799363	2.47494320961905	3.23087253494331	0.0849502804829526	0.159463812220857	100037282	Rsph3b
100037283	49.6	67.2	-0.339825308634941	0.659009351769872	3.16933979898604	0.0882953467664751	0.16435229391121	100037283	Rnaset2a
100037396	411.8	451.8	0.108945038795786	3.50257896857367	2.67043744527199	0.115374723541121	0.202898923721056	NA	NA
100038347	1348.4	1352	0.209046452396016	5.18107653611592	11.6330370897233	0.00279284307463631	0.010140103943932	100038347	Fam174b
100038356	146	223.8	-0.480637187771937	2.33761695150376	20.5277358519922	0.000139104281439409	0.000851233397089423	NA	NA
100038392	61.2	54.4	0.226543968642152	0.662908276783346	2.64674812607751	0.116917512342017	0.205212595433092	NA	NA
100038411	40.2	63.2	-0.360710847215021	0.505879809342018	3.19371294943434	0.087286302042502	0.163065297883201	NA	NA
100038416	42.2	67.6	-0.379526918326511	0.657659593271316	7.46113977725679	0.0116776456510257	0.0326856487683822	NA	NA
100038453	42.4	60.8	-0.310274443224698	0.65164298847294	3.5834417140714	0.0705682713536163	0.138042197069315	NA	NA
100038486	116.2	161	-0.253824695717805	1.86218808505192	4.81657684853947	0.0381781107871421	0.0844158502856589	NA	NA
100038526	230.6	277.4	-0.00864213848759434	2.81305004992971	0.0129846488716168	0.91023212879646	0.942509863860164	NA	NA
100038538	104.2	103.2	0.182973659174907	1.56671865218177	3.08225404820384	0.0920020877121934	0.169725357471863	100038538	Gm10767
100038570	60.2	77	-0.0111649982542213	1.00578019080468	0.00460614797643039	0.946456622289	0.966546198716001	100038570	Prcd
100038575	231	225	0.130827555053146	2.68092101294732	1.55863268678782	0.224474695408688	0.340301100571986	NA	NA
100038577	44.2	85.2	-0.681008171429424	0.837691179671214	18.3589938793733	0.000259505846304708	0.00142349051327827	NA	NA
100038591	72.8	86.4	0.0099920583380863	1.15664544041677	0.00645110546384939	0.936654630916726	0.961124949259574	NA	NA
100038605	138.8	196.4	-0.320383375354801	2.20573567103685	11.2374062908456	0.00266917939933117	0.00978699113088096	NA	NA
100038614	74	82.4	0.0707869737180624	1.19046832971672	0.394439361922401	0.544421507770678	0.66015675111723	NA	NA
100038647	93	64.4	0.719656587713264	1.03795483477802	22.682208740441	7.72934985673765e-05	0.000523524005760478	NA	NA
100038688	45	40.2	0.333052934170974	0.210012410309383	4.4377161137025	0.0458741423897881	0.0979850530666465	NA	NA
100038712	192.2	199.2	0.11198747298632	2.38655589950768	2.15633135064973	0.155063944205327	0.255185500346556	NA	NA
100038713	49.4	64.2	-0.230815988785284	0.662988797522561	2.02997198312079	0.167192508713776	0.270737230668711	NA	NA
100038725	237	290.8	-0.230057313135769	2.81968943195226	10.7328776785898	0.00321325080963816	0.0113778361593606	100038725	Cep85l
100038739	106.8	122.4	0.0412559069670424	1.65449770946798	0.138144173999773	0.713418228478357	0.797937558958924	NA	NA
100038746	465.8	550.8	-0.0903113645876178	3.78131017087915	2.72325425951119	0.112019944748513	0.198132193024352	NA	NA
100038882	57.4	66.6	0.128858485782662	0.814574284468741	0.875627845063164	0.36270929150653	0.490283372246834	100038882	Isg15
100038999	53.6	89.6	-0.414289728177525	0.949090808994511	7.61896413750922	0.0109299296776663	0.0309767065805861	NA	NA
100039017	149.2	169.4	-0.137696111446985	2.13457334614725	2.46727901791119	0.129426645921945	0.221861093471987	NA	NA
100039027	62.6	65.2	0.152057132068224	0.85504451220742	1.27125816049985	0.270758692054799	0.39177877247263	NA	NA
100039060	74.8	89.8	-0.115211124045855	1.22468725727298	1.05471219786935	0.314739216915066	0.440251580858593	100039060	Gm2026
100039062	70	91.2	-0.280437862912504	1.07535548513995	4.11000126749194	0.0539596013046362	0.111355236615821	NA	NA
100039138	44.2	78.4	-0.666617245733759	0.725506383412085	22.7868429058123	7.51751376831251e-05	0.00051253841512825	NA	NA
100039239	145.8	174.2	-0.0453666675080449	2.11827421042463	0.214380855529124	0.647556864959213	0.746819659352555	NA	NA
100039252	369.4	380.8	0.0386566362324367	3.31203939250943	0.468914654240899	0.500095283771486	0.622083410088253	NA	NA
100039257	41	54.8	-0.440785436681448	0.415177673708223	5.65982621543127	0.0257235591507756	0.0617211693169506	100039257	Tmem254b
100039304	123.4	154.8	0.111518467623304	1.99509984509145	0.363240069217738	0.555395086827037	0.669475488699691	NA	NA
100039307	44.8	54.8	-0.221633594196305	0.473578683264584	2.43316256312471	0.135987965236369	0.230484292861923	NA	NA
100039419	1340.2	1552.6	-0.0417498378996854	5.27007759678654	0.720086696197552	0.404561399324706	0.532319569034074	NA	NA
100039422	478.8	492	0.119773494394085	3.71863668705889	3.40215441299672	0.0775815473434072	0.148485657481675	NA	NA
100039495	70.8	116.8	-0.375775042851361	1.35345464298956	7.03232056140261	0.0140100374702518	0.0377237484342436	NA	NA
100039503	204.6	157.8	0.500081755302883	2.28161787455387	33.4339908234927	5.99855890104623e-06	6.22420461993698e-05	NA	NA
100039571	70.6	72.8	0.264020329588747	0.998769604324054	3.53351832459089	0.0724245293525662	0.140740003665231	NA	NA
100039636	5242.4	5912.6	-0.015237744059104	7.15126310274847	0.157636479345757	0.694876730564924	0.78411650117772	NA	NA
100039684	58.4	72.4	-0.0740565364071271	0.82257733066093	0.172372628155438	0.681858421164575	0.774092493468036	NA	NA
100039707	88.4	107.6	-0.175046841002292	1.46058106283761	2.03532109352862	0.166656384833409	0.270247377857636	100039707	Mthfsl
100039768	784	1118.2	-0.266975583065557	4.62895104654057	23.6907513514518	5.92933805640994e-05	0.000421972684723532	NA	NA
100039786	1007.2	1134.8	-0.027755892567024	4.80373597232364	0.365193724281974	0.551347972493785	0.666096923639683	NA	NA
100039795	6929.4	7453.6	0.0377809228889432	7.54879632203966	1.33106020343545	0.260059998736542	0.379610909082809	100039795	Ildr2
100039826	437.2	435.8	0.335915807985425	3.38118184503965	14.5874073781342	0.000960891188632505	0.0041833497712332	NA	NA
100039863	52	63.8	-0.317828420445801	0.556613825134338	3.23621549610792	0.0847086009745561	0.159154831468378	100039863	Gm13306
100039864	333.2	409.8	-0.045997165399119	3.25732767509503	0.405327643326563	0.530420809705574	0.648182480849202	NA	NA
100039968	97.2	108.2	0.0744301843010681	1.39303529063428	0.426083790163262	0.520166502473815	0.639735251492296	100039968	Tmem35b
100039988	220.4	259	0.109672282605057	2.65195996873041	0.862570801301853	0.364089498672905	0.491689209924149	NA	NA
100040052	213.6	229.2	0.0859797568645372	2.49937494409838	0.846597850514757	0.366739838393678	0.494160308021089	100040052	Wdr83os
100040123	209	233.4	0.11568583980475	2.57251617358068	1.84782071900622	0.186766026191625	0.295287261274748	NA	NA
100040220	1181.8	1302.4	-0.0256844185974807	5.04601133217544	0.325482298268635	0.573673501119434	0.684324014503893	NA	NA
100040244	77.2	97	-0.0584029704931421	1.27857849725821	0.212430506600123	0.649048951981873	0.747745826510267	NA	NA
100040260	60.2	74.6	-0.16412282897381	0.853545658942896	1.63652915676855	0.213122067360913	0.327048132671688	NA	NA
100040293	31.8	23.6	0.551357354037161	-0.14644048768476	7.27577119620536	0.0126287172472771	0.034656441824975	NA	NA
100040294	58	71	2.28418333118749e-05	0.880158031038539	5.0940953311526e-08	0.999822141500016	0.999822141500016	NA	NA
100040297	1643.4	1798.4	-0.0230486170105843	5.49924384775571	0.165337177126164	0.688586144216328	0.779208026971175	NA	NA
100040298	1136.4	1300.6	0.00938007844057766	5.00773944747239	0.0388688723000486	0.845380995613727	0.896291125254956	NA	NA
100040322	81.6	95	-0.00331611100663372	1.26202564510206	0.000575282149404706	0.98106430926157	0.988432902790892	NA	NA
100040377	85	99.2	-0.166394734977679	1.28198209383842	1.71804846180868	0.202439750632173	0.313686123031456	NA	NA
100040500	163	177	0.00516878787826533	2.21658368032652	0.00273600305049865	0.958720343685189	0.974633833705565	NA	NA
100040505	195.4	183.8	0.163070688516883	2.34578463319025	3.813946744095	0.062671425134989	0.125325508979127	NA	NA
100040525	280.2	358.4	-0.121238239167989	3.19282236456883	0.627017610807726	0.441939628091547	0.567904995060031	NA	NA
100040529	81.6	90.6	-0.0326438238504104	1.2788386947286	0.0594276114395632	0.809489930229503	0.872055411160262	NA	NA
100040543	823.6	964.8	-0.15880083467158	4.59820812498145	5.53248683212262	0.0286558114192705	0.0673262513416997	NA	NA
100040591	56.8	47.2	0.352003102169027	0.410510609975082	4.41337856861496	0.0464252070098339	0.0989719678643272	100040591	Kcnj13
100040608	71.4	92	-0.112044868504837	1.09110170948095	0.582256095113567	0.452919477212292	0.57851697805112	100040608	Fancf
